text,link
Операция «Ход конём»,https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_%C2%AB%D0%A5%D0%BE%D0%B4_%D0%BA%D0%BE%D0%BD%D1%91%D0%BC%C2%BB
Операция «Чарнвуд»,https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_%C2%AB%D0%A7%D0%B0%D1%80%D0%BD%D0%B2%D1%83%D0%B4%C2%BB
Операция «Шаровая молния»,https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_%C2%AB%D0%A8%D0%B0%D1%80%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BC%D0%BE%D0%BB%D0%BD%D0%B8%D1%8F%C2%BB_(%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8C_1943)
Осиекская ударная бригада,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%B8%D0%B5%D0%BA%D1%81%D0%BA%D0%B0%D1%8F_%D1%83%D0%B4%D0%B0%D1%80%D0%BD%D0%B0%D1%8F_%D0%B1%D1%80%D0%B8%D0%B3%D0%B0%D0%B4%D0%B0
Партизаны Югославии — граждане СССР,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D1%82%D0%B8%D0%B7%D0%B0%D0%BD%D1%8B_%D0%AE%D0%B3%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%B8%D0%B8_%E2%80%94_%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D0%B5_%D0%A1%D0%A1%D0%A1%D0%A0
Поход группы пролетарских бригад в Боснийскую Краину,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%85%D0%BE%D0%B4_%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D1%8B_%D0%BF%D1%80%D0%BE%D0%BB%D0%B5%D1%82%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D1%85_%D0%B1%D1%80%D0%B8%D0%B3%D0%B0%D0%B4_%D0%B2_%D0%91%D0%BE%D1%81%D0%BD%D0%B8%D0%B9%D1%81%D0%BA%D1%83%D1%8E_%D0%9A%D1%80%D0%B0%D0%B8%D0%BD%D1%83
Прорыв 2-й и 5-й дивизий НОАЮ в Сербию,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%80%D1%8B%D0%B2_2-%D0%B9_%D0%B8_5-%D0%B9_%D0%B4%D0%B8%D0%B2%D0%B8%D0%B7%D0%B8%D0%B9_%D0%9D%D0%9E%D0%90%D0%AE_%D0%B2_%D0%A1%D0%B5%D1%80%D0%B1%D0%B8%D1%8E
Румыния во Второй мировой войне,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%8B%D0%BD%D0%B8%D1%8F_%D0%B2%D0%BE_%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9_%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B5
Сражение у восточных Соломоновых островов,https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_%D1%83_%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D1%85_%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2%D1%8B%D1%85_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%BE%D0%B2
Сремский фронт,https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B5%D0%BC%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D1%80%D0%BE%D0%BD%D1%82
Холокост в Белоруссии,https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE%D1%81%D1%82_%D0%B2_%D0%91%D0%B5%D0%BB%D0%BE%D1%80%D1%83%D1%81%D1%81%D0%B8%D0%B8
Штурм Мервильской батареи,https://ru.wikipedia.org/wiki/%D0%A8%D1%82%D1%83%D1%80%D0%BC_%D0%9C%D0%B5%D1%80%D0%B2%D0%B8%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B9_%D0%B1%D0%B0%D1%82%D0%B0%D1%80%D0%B5%D0%B8
Черногория во Второй мировой войне,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D0%B8%D1%8F_%D0%B2%D0%BE_%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9_%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B5
Югославская армия на родине,https://ru.wikipedia.org/wiki/%D0%AE%D0%B3%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%B0%D1%80%D0%BC%D0%B8%D1%8F_%D0%BD%D0%B0_%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%B5
Балканский театр военных действий Первой мировой войны,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%82%D0%B5%D0%B0%D1%82%D1%80_%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D1%8B%D1%85_%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D0%B9_%D0%9F%D0%B5%D1%80%D0%B2%D0%BE%D0%B9_%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B
Битва за Баку (1918),https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%B7%D0%B0_%D0%91%D0%B0%D0%BA%D1%83_(1918)
Брестский мир,https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B5%D1%81%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D0%BC%D0%B8%D1%80
Версальский договор,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%81%D0%B0%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80
Месопотамская кампания,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%B0%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F
Потопление «Лузитании»,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%82%D0%BE%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%C2%AB%D0%9B%D1%83%D0%B7%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D0%B8%C2%BB
Сражение у Доггер-банки (1915),https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_%D1%83_%D0%94%D0%BE%D0%B3%D0%B3%D0%B5%D1%80-%D0%B1%D0%B0%D0%BD%D0%BA%D0%B8_(1915)
Фолклендский бой,https://ru.wikipedia.org/wiki/%D0%A4%D0%BE%D0%BB%D0%BA%D0%BB%D0%B5%D0%BD%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D0%B1%D0%BE%D0%B9
Алапаевские мученики,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D0%BF%D0%B0%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B5_%D0%BC%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%BA%D0%B8
Бакинская операция,https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F
Временное правительство Амурской области,https://ru.wikipedia.org/wiki/%D0%92%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5_%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%BE_%D0%90%D0%BC%D1%83%D1%80%D1%81%D0%BA%D0%BE%D0%B9_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8
Муганские события,https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D0%B3%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B5_%D1%81%D0%BE%D0%B1%D1%8B%D1%82%D0%B8%D1%8F
Поезд Троцкого,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B5%D0%B7%D0%B4_%D0%A2%D1%80%D0%BE%D1%86%D0%BA%D0%BE%D0%B3%D0%BE
Поход дроздовцев Яссы — Дон,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%85%D0%BE%D0%B4_%D0%B4%D1%80%D0%BE%D0%B7%D0%B4%D0%BE%D0%B2%D1%86%D0%B5%D0%B2_%D0%AF%D1%81%D1%81%D1%8B_%E2%80%94_%D0%94%D0%BE%D0%BD
Атака подводной лодки К-21 на линкор «Тирпиц»,https://ru.wikipedia.org/wiki/%D0%90%D1%82%D0%B0%D0%BA%D0%B0_%D0%BF%D0%BE%D0%B4%D0%B2%D0%BE%D0%B4%D0%BD%D0%BE%D0%B9_%D0%BB%D0%BE%D0%B4%D0%BA%D0%B8_%D0%9A-21_%D0%BD%D0%B0_%D0%BB%D0%B8%D0%BD%D0%BA%D0%BE%D1%80_%C2%AB%D0%A2%D0%B8%D1%80%D0%BF%D0%B8%D1%86%C2%BB
Бельгийская операция (1940),https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8C%D0%B3%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_(1940)
Битва на Козаре,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BD%D0%B0_%D0%9A%D0%BE%D0%B7%D0%B0%D1%80%D0%B5
Битва на Сутьеске,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BD%D0%B0_%D0%A1%D1%83%D1%82%D1%8C%D0%B5%D1%81%D0%BA%D0%B5
Битва на Неретве,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BD%D0%B0_%D0%9D%D0%B5%D1%80%D0%B5%D1%82%D0%B2%D0%B5
Бои за Вировитицкий плацдарм,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B8_%D0%B7%D0%B0_%D0%92%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D0%B8%D1%86%D0%BA%D0%B8%D0%B9_%D0%BF%D0%BB%D0%B0%D1%86%D0%B4%D0%B0%D1%80%D0%BC
Бой у островов Санта-Крус,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B9_%D1%83_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%BE%D0%B2_%D0%A1%D0%B0%D0%BD%D1%82%D0%B0-%D0%9A%D1%80%D1%83%D1%81
Дивизия «Великая Германия»,https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%B2%D0%B8%D0%B7%D0%B8%D1%8F_%C2%AB%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%B0%D1%8F_%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD%D0%B8%D1%8F%C2%BB
Дивизия «Лейбштандарте СС Адольф Гитлер»,https://ru.wikipedia.org/wiki/1-%D1%8F_%D1%82%D0%B0%D0%BD%D0%BA%D0%BE%D0%B2%D0%B0%D1%8F_%D0%B4%D0%B8%D0%B2%D0%B8%D0%B7%D0%B8%D1%8F_%D0%A1%D0%A1_%C2%AB%D0%9B%D0%B5%D0%B9%D0%B1%D1%88%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82_%D0%A1%D0%A1_%D0%90%D0%B4%D0%BE%D0%BB%D1%8C%D1%84_%D0%93%D0%B8%D1%82%D0%BB%D0%B5%D1%80%C2%BB
Евреи во Второй мировой войне,https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D1%80%D0%B5%D0%B8_%D0%B2%D0%BE_%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9_%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B5
Конвой PQ-17,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D0%B2%D0%BE%D0%B9_PQ-17
Лужский оборонительный рубеж,https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%B6%D1%81%D0%BA%D0%B8%D0%B9_%D0%BE%D0%B1%D0%BE%D1%80%D0%BE%D0%BD%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D1%80%D1%83%D0%B1%D0%B5%D0%B6
Молдавия во Второй мировой войне,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BB%D0%B4%D0%B0%D0%B2%D0%B8%D1%8F_%D0%B2%D0%BE_%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9_%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B5
Нападение на Мерс-эль-Кебир,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BF%D0%B0%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5_%D0%BD%D0%B0_%D0%9C%D0%B5%D1%80%D1%81-%D1%8D%D0%BB%D1%8C-%D0%9A%D0%B5%D0%B1%D0%B8%D1%80
Нюрнбергский процесс,https://ru.wikipedia.org/wiki/%D0%9D%D1%8E%D1%80%D0%BD%D0%B1%D0%B5%D1%80%D0%B3%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D1%80%D0%BE%D1%86%D0%B5%D1%81%D1%81
Оккупация Калинина,https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D0%BA%D1%83%D0%BF%D0%B0%D1%86%D0%B8%D1%8F_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B0
Операция «Тангстен»,https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_%C2%AB%D0%A2%D0%B0%D0%BD%D0%B3%D1%81%D1%82%D0%B5%D0%BD%C2%BB
Операция «Ход конём»,https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_%C2%AB%D0%A5%D0%BE%D0%B4_%D0%BA%D0%BE%D0%BD%D1%91%D0%BC%C2%BB
Операция «Чарнвуд»,https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_%C2%AB%D0%A7%D0%B0%D1%80%D0%BD%D0%B2%D1%83%D0%B4%C2%BB
Операция «Шаровая молния»,https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_%C2%AB%D0%A8%D0%B0%D1%80%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BC%D0%BE%D0%BB%D0%BD%D0%B8%D1%8F%C2%BB_(%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8C_1943)
Осиекская ударная бригада,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%B8%D0%B5%D0%BA%D1%81%D0%BA%D0%B0%D1%8F_%D1%83%D0%B4%D0%B0%D1%80%D0%BD%D0%B0%D1%8F_%D0%B1%D1%80%D0%B8%D0%B3%D0%B0%D0%B4%D0%B0
Партизаны Югославии — граждане СССР,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%80%D1%82%D0%B8%D0%B7%D0%B0%D0%BD%D1%8B_%D0%AE%D0%B3%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%B8%D0%B8_%E2%80%94_%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D0%B5_%D0%A1%D0%A1%D0%A1%D0%A0
Поход группы пролетарских бригад в Боснийскую Краину,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%85%D0%BE%D0%B4_%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D1%8B_%D0%BF%D1%80%D0%BE%D0%BB%D0%B5%D1%82%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D1%85_%D0%B1%D1%80%D0%B8%D0%B3%D0%B0%D0%B4_%D0%B2_%D0%91%D0%BE%D1%81%D0%BD%D0%B8%D0%B9%D1%81%D0%BA%D1%83%D1%8E_%D0%9A%D1%80%D0%B0%D0%B8%D0%BD%D1%83
Прорыв 2-й и 5-й дивизий НОАЮ в Сербию,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%80%D1%8B%D0%B2_2-%D0%B9_%D0%B8_5-%D0%B9_%D0%B4%D0%B8%D0%B2%D0%B8%D0%B7%D0%B8%D0%B9_%D0%9D%D0%9E%D0%90%D0%AE_%D0%B2_%D0%A1%D0%B5%D1%80%D0%B1%D0%B8%D1%8E
Румыния во Второй мировой войне,https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%BC%D1%8B%D0%BD%D0%B8%D1%8F_%D0%B2%D0%BE_%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9_%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B5
Сражение у восточных Соломоновых островов,https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_%D1%83_%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D1%85_%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2%D1%8B%D1%85_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%BE%D0%B2
Сремский фронт,https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B5%D0%BC%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D1%80%D0%BE%D0%BD%D1%82
Холокост в Белоруссии,https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE%D1%81%D1%82_%D0%B2_%D0%91%D0%B5%D0%BB%D0%BE%D1%80%D1%83%D1%81%D1%81%D0%B8%D0%B8
Штурм Мервильской батареи,https://ru.wikipedia.org/wiki/%D0%A8%D1%82%D1%83%D1%80%D0%BC_%D0%9C%D0%B5%D1%80%D0%B2%D0%B8%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B9_%D0%B1%D0%B0%D1%82%D0%B0%D1%80%D0%B5%D0%B8
Черногория во Второй мировой войне,https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D0%B8%D1%8F_%D0%B2%D0%BE_%D0%92%D1%82%D0%BE%D1%80%D0%BE%D0%B9_%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B5
Югославская армия на родине,https://ru.wikipedia.org/wiki/%D0%AE%D0%B3%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%B0%D1%80%D0%BC%D0%B8%D1%8F_%D0%BD%D0%B0_%D1%80%D0%BE%D0%B4%D0%B8%D0%BD%D0%B5
Армянская историография V—XVIII веков,https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F_V%E2%80%94XVIII_%D0%B2%D0%B5%D0%BA%D0%BE%D0%B2
Джокьякарта (султанат),https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D0%BA%D1%8C%D1%8F%D0%BA%D0%B0%D1%80%D1%82%D0%B0_(%D1%81%D1%83%D0%BB%D1%82%D0%B0%D0%BD%D0%B0%D1%82)
Империя Мин,https://ru.wikipedia.org/wiki/%D0%98%D0%BC%D0%BF%D0%B5%D1%80%D0%B8%D1%8F_%D0%9C%D0%B8%D0%BD
История Византия,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%92%D0%B8%D0%B7%D0%B0%D0%BD%D1%82%D0%B8%D1%8F
История Гибралтара,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%93%D0%B8%D0%B1%D1%80%D0%B0%D0%BB%D1%82%D0%B0%D1%80%D0%B0
История египтологии,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%B5%D0%B3%D0%B8%D0%BF%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8
История Иванова,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0
История Индонезии,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%98%D0%BD%D0%B4%D0%BE%D0%BD%D0%B5%D0%B7%D0%B8%D0%B8
История Константинополя,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B0%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%BF%D0%BE%D0%BB%D1%8F
История Мексики,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9C%D0%B5%D0%BA%D1%81%D0%B8%D0%BA%D0%B8
История металлургии Урала,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D1%83%D1%80%D0%B3%D0%B8%D0%B8_%D0%A3%D1%80%D0%B0%D0%BB%D0%B0
История османского Стамбула,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%BE%D1%81%D0%BC%D0%B0%D0%BD%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%A1%D1%82%D0%B0%D0%BC%D0%B1%D1%83%D0%BB%D0%B0
История Тель-Авива,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%A2%D0%B5%D0%BB%D1%8C-%D0%90%D0%B2%D0%B8%D0%B2%D0%B0
История Эстонии,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%AD%D1%81%D1%82%D0%BE%D0%BD%D0%B8%D0%B8
История Юкона,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%AE%D0%BA%D0%BE%D0%BD%D0%B0
Китайская историография,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%82%D0%B0%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F
Молдавское княжество,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BB%D0%B4%D0%B0%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_%D0%BA%D0%BD%D1%8F%D0%B6%D0%B5%D1%81%D1%82%D0%B2%D0%BE
Средневековый Львов,https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%B5%D0%BA%D0%BE%D0%B2%D1%8B%D0%B9_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2
Средневековый Париж,https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B5%D0%B2%D0%B5%D0%BA%D0%BE%D0%B2%D1%8B%D0%B9_%D0%9F%D0%B0%D1%80%D0%B8%D0%B6
Чёрмозский завод,https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BC%D0%BE%D0%B7%D1%81%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D0%B2%D0%BE%D0%B4
Эребуни,https://ru.wikipedia.org/wiki/%D0%AD%D1%80%D0%B5%D0%B1%D1%83%D0%BD%D0%B8
История Алабамы,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%90%D0%BB%D0%B0%D0%B1%D0%B0%D0%BC%D1%8B
История Арканзаса,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%90%D1%80%D0%BA%D0%B0%D0%BD%D0%B7%D0%B0%D1%81%D0%B0
История Джорджии,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6%D0%B8%D0%B8
История Кентукки,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9A%D0%B5%D0%BD%D1%82%D1%83%D0%BA%D0%BA%D0%B8
История Луизианы,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9B%D1%83%D0%B8%D0%B7%D0%B8%D0%B0%D0%BD%D1%8B
История Мичигана,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9C%D0%B8%D1%87%D0%B8%D0%B3%D0%B0%D0%BD%D0%B0
История Небраски,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9D%D0%B5%D0%B1%D1%80%D0%B0%D1%81%D0%BA%D0%B8
История штата Нью-Йорк,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D1%88%D1%82%D0%B0%D1%82%D0%B0_%D0%9D%D1%8C%D1%8E-%D0%99%D0%BE%D1%80%D0%BA
История Огайо,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9E%D0%B3%D0%B0%D0%B9%D0%BE
История Северной Каролины,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D0%BE%D0%B9_%D0%9A%D0%B0%D1%80%D0%BE%D0%BB%D0%B8%D0%BD%D1%8B
